#group,false,false,false,false,false,false
#datatype,string,string,double,double,double,dateTime:RFC3339
#default,,,,,,
,source,station,status_circle,status_district,status_piccadilly,time
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:33:17.391544105Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:38:18.116744073Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:43:18.833764376Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:48:20.505471189Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:53:21.262706219Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:58:22.112322644Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:03:23.150183286Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:08:23.952962357Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:13:27.967739187Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:18:29.466612467Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:23:31.379418578Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:28:33.620638746Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:33:37.161224757Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:38:37.961361404Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T07:43:40.223521918Z
,tfl_api,Gloucester Road,10,9,6,2026-03-11T07:48:44.293434613Z
,tfl_api,Gloucester Road,10,9,6,2026-03-11T07:53:46.095385475Z
,tfl_api,Gloucester Road,10,9,6,2026-03-11T07:58:50.825277271Z
,tfl_api,Gloucester Road,10,9,6,2026-03-11T08:03:52.379015136Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:08:53.780224251Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:13:55.476823527Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:18:56.24992213Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:23:58.378319783Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:28:59.17446699Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:33:59.866347648Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:39:01.16049284Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T08:44:01.9730492Z
